words,pos,chunk,labels,sentence_id
",",_,O,O,394
we,_,O,O,394
examine,_,O,O,394
how,_,O,O,394
observers,_,O,B-THE,394
make,_,O,O,394
inferences,_,O,O,394
about,_,O,O,394
consumers,_,O,B-THE,394
on,_,O,O,394
the,_,O,O,394
basis,_,O,O,394
of,_,O,O,394
their,_,O,O,394
ethical,_,O,B-THE,394
consumption,_,O,I-THE,394
.,_,O,O,394
Across,_,O,O,394
four,_,O,O,394
studies,_,O,O,394
we,_,O,O,394
find,_,O,O,394
that,_,O,O,394
",",_,O,O,394
in,_,O,O,394
addition,_,O,O,394
to,_,O,O,394
being,_,O,O,394
viewed,_,O,O,394
as,_,O,O,394
ethical,_,O,O,394
",",_,O,O,394
consumers,_,O,B-THE,394
are,_,O,O,394
viewed,_,O,O,394
as,_,O,O,394
less,_,O,O,394
masculine,_,O,B-THE,394
and,_,O,O,394
more,_,O,O,394
feminine,_,O,I-THE,394
when,_,O,O,394
they,_,O,O,394
consume,_,O,O,394
ethical,_,O,B-THE,394
products,_,O,I-THE,394
.,_,O,O,394
We,_,O,O,394
also,_,O,O,394
identify,_,O,O,394
two,_,O,O,394
boundary,_,O,O,394
conditions,_,O,O,394
to,_,O,O,394
this,_,O,O,394
effect,_,O,O,394
",",_,O,O,394
including,_,O,O,394
the,_,O,O,394
use,_,O,O,394
of,_,O,O,394
self-benefit,_,O,B-THE,394
/,_,O,O,394
other-benefit,_,O,B-THE,394
advertising,_,O,I-THE,394
appeals,_,O,I-THE,394
and,_,O,O,394
the,_,O,O,394
use,_,O,O,394
of,_,O,O,394
descriptive,_,O,B-THE,394
norms,_,O,I-THE,394
to,_,O,O,394
establish,_,O,O,394
gender,_,O,B-THE,394
appropriate,_,O,I-THE,394
behavior,_,O,I-THE,394
.,_,O,O,394
We,_,O,O,394
finally,_,O,O,394
examine,_,O,O,394
how,_,O,O,394
consumers,_,O,O,394
resolve,_,O,O,394
the,_,O,O,394
conflict,_,O,O,394
of,_,O,O,394
creating,_,O,O,394
ethical,_,O,B-THE,394
and,_,O,O,394
gender-congruent,_,O,B-THE,394
identities,_,O,I-THE,394
.,_,O,O,394
We,_,O,O,394
find,_,O,O,394
that,_,O,O,394
when,_,O,O,394
male,_,O,O,394
(,_,O,O,394
female,_,O,O,394
),_,O,O,394
consumers,_,O,O,394
are,_,O,O,394
in,_,O,O,394
the,_,O,O,394
presence,_,O,O,394
of,_,O,O,394
observers,_,O,O,394
of,_,O,O,394
the,_,O,O,394
opposite,_,O,O,394
(,_,O,O,394
same,_,O,O,394
),_,O,O,394
sex,_,O,O,394
",",_,O,O,394
they,_,O,O,394
are,_,O,O,394
more,_,O,O,394
(,_,O,O,394
less,_,O,O,394
),_,O,O,394
likely,_,O,O,394
to,_,O,O,394
prioritize,_,O,O,394
ethical,_,O,B-THE,394
identity,_,O,I-THE,394
even,_,O,O,394
when,_,O,O,394
it,_,O,O,394
threatens,_,O,O,394
their,_,O,O,394
gender,_,O,B-THE,394
orientation,_,O,I-THE,394
.,_,O,O,394
©,_,O,O,394
2015,_,O,O,394
",",_,O,O,394
Springer,_,O,O,394
Science,_,O,O,394
#ERROR!,_,O,O,394
Business,_,O,O,394
Media,_,O,O,394
Dordrecht,_,O,O,394
.,_,O,O,394
We,_,O,O,395
deny,_,O,O,395
that,_,O,O,395
asymmetrical,_,O,B-THE,395
information,_,O,I-THE,395
is,_,O,O,395
a,_,O,O,395
market,_,O,B-THE,395
failure,_,O,I-THE,395
.,_,O,O,395
In,_,O,O,395
order,_,O,O,395
to,_,O,O,395
make,_,O,O,395
this,_,O,O,395
case,_,O,O,395
",",_,O,O,395
we,_,O,O,395
subject,_,O,O,395
to,_,O,O,395
critical,_,O,B-THE,395
scrutiny,_,O,I-THE,395
the,_,O,O,395
strongest,_,O,O,395
case,_,O,O,395
for,_,O,O,395
this,_,O,O,395
thesis,_,O,O,395
:,_,O,O,395
the,_,O,O,395
view,_,O,O,395
that,_,O,O,395
laws,_,O,O,395
prohibiting,_,O,O,395
insider,_,O,B-THE,395
trading,_,O,I-THE,395
are,_,O,O,395
viable,_,O,B-THE,395
",",_,O,O,395
necessary,_,O,B-THE,395
",",_,O,O,395
or,_,O,O,395
compatible,_,O,B-THE,395
with,_,O,O,395
the,_,O,O,395
rule,_,O,B-THE,395
of,_,O,I-THE,395
law,_,O,I-THE,395
.,_,O,O,395
©,_,O,O,395
2015,_,O,O,395
",",_,O,O,395
Springer,_,O,O,395
Science,_,O,O,395
#ERROR!,_,O,O,395
Business,_,O,O,395
Media,_,O,O,395
Dordrecht,_,O,O,395
.,_,O,O,395
Using,_,O,O,396
the,_,O,O,396
emerging,_,O,B-THE,396
technology,_,O,I-THE,396
of,_,O,O,396
large-scale,_,O,B-THE,396
textual,_,O,I-THE,396
analysis,_,O,I-THE,396
",",_,O,O,396
this,_,O,O,396
study,_,O,O,396
examines,_,O,O,396
the,_,O,O,396
use,_,O,O,396
of,_,O,O,396
the,_,O,O,396
term,_,O,O,396
‘,_,O,O,396
customer,_,O,B-THE,396
satisfaction,_,O,I-THE,396
’,_,O,O,396
and,_,O,O,396
its,_,O,O,396
variants,_,O,O,396
in,_,O,O,396
the,_,O,O,396
annual,_,O,O,396
reports,_,O,O,396
issued,_,O,O,396
by,_,O,O,396
publicly,_,O,O,396
traded,_,O,O,396
U.S,_,O,B-THE,396
.,_,O,O,396
corporations,_,O,O,396
and,_,O,O,396
filed,_,O,O,396
with,_,O,O,396
the,_,O,O,396
Securities,_,O,B-THE,396
and,_,O,I-THE,396
Exchange,_,O,I-THE,396
Commission,_,O,I-THE,396
as,_,O,O,396
Form,_,O,O,396
10,_,O,O,396
#ERROR!,_,O,O,396
K,_,O,O,396
.,_,O,O,396
We,_,O,O,396
document,_,O,O,396
the,_,O,O,396
frequency,_,O,B-THE,396
of,_,O,O,396
the,_,O,O,396
term,_,O,O,396
’,_,O,O,396
s,_,O,O,396
occurrence,_,O,O,396
in,_,O,O,396
10,_,O,O,396
#ERROR!,_,O,O,396
Ks,_,O,O,396
over,_,O,O,396
the,_,O,O,396
1995,_,O,O,396
–,_,O,O,396
2013,_,O,O,396
period,_,O,O,396
and,_,O,O,396
the,_,O,O,396
differences,_,O,O,396
in,_,O,O,396
usage,_,O,O,396
across,_,O,O,396
industries,_,O,O,396
.,_,O,O,396
We,_,O,O,396
then,_,O,O,396
relate,_,O,O,396
the,_,O,O,396
term,_,O,O,396
’,_,O,O,396
s,_,O,O,396
usage,_,O,O,396
in,_,O,O,396
10,_,O,O,396
#ERROR!,_,O,O,396
Ks,_,O,O,396
to,_,O,O,396
subsequent,_,O,O,396
scores,_,O,O,396
from,_,O,O,396
the,_,O,O,396
American,_,O,B-THE,396
Customer,_,O,I-THE,396
Satisfaction,_,O,I-THE,396
Index,_,O,I-THE,396
(,_,O,I-THE,396
ACSI,_,O,I-THE,396
),_,O,I-THE,396
to,_,O,O,396
determine,_,O,O,396
whether,_,O,O,396
management,_,O,O,396
’,_,O,O,396
s,_,O,O,396
discussion,_,O,O,396
of,_,O,O,396
customer,_,O,B-THE,396
satisfaction,_,O,I-THE,396
in,_,O,O,396
financial,_,O,B-THE,396
disclosures,_,O,I-THE,396
is,_,O,O,396
credible,_,O,O,396
.,_,O,O,396
The,_,O,O,396
commitment,_,O,O,396
of,_,O,O,396
management,_,O,O,396
to,_,O,O,396
shareholders,_,O,B-THE,396
versus,_,O,O,396
",",_,O,O,396
more,_,O,O,396
broadly,_,O,O,396
",",_,O,O,396
stakeholders,_,O,B-THE,396
is,_,O,O,396
a,_,O,O,396
central,_,O,O,396
question,_,O,O,396
in,_,O,O,396
business,_,O,B-THE,396
ethics,_,O,I-THE,396
",",_,O,O,396
and,_,O,O,396
the,_,O,O,396
integrity,_,O,B-THE,396
of,_,O,I-THE,396
management,_,O,I-THE,396
communication,_,O,I-THE,396
is,_,O,O,396
a,_,O,O,396
fundamental,_,O,O,396
construct,_,O,O,396
in,_,O,O,396
the,_,O,O,396
American,_,O,B-THE,396
Marketing,_,O,I-THE,396
Association,_,O,I-THE,396
’,_,O,O,396
s,_,O,O,396
Statement,_,O,B-THE,396
of,_,O,I-THE,396
Ethics,_,O,I-THE,396
.,_,O,O,396
We,_,O,O,396
document,_,O,O,396
a,_,O,O,396
complex,_,O,O,396
relation,_,O,O,396
between,_,O,O,396
management,_,O,O,396
’,_,O,O,396
s,_,O,O,396
discussion,_,O,O,396
of,_,O,O,396
customer,_,O,B-THE,396
satisfaction,_,O,I-THE,396
and,_,O,O,396
subsequently,_,O,O,396
reported,_,O,B-THE,396
satisfaction,_,O,I-THE,396
.,_,O,O,396
We,_,O,O,396
find,_,O,O,396
that,_,O,O,396
the,_,O,O,396
general,_,O,O,396
use,_,O,O,396
of,_,O,O,396
customer,_,O,B-THE,396
satisfaction,_,O,I-THE,396
(,_,O,O,396
and,_,O,O,396
similar,_,O,O,396
terms,_,O,O,396
),_,O,O,396
in,_,O,O,396
10,_,O,O,396
#ERROR!,_,O,O,396
K,_,O,O,396
documents,_,O,O,396
is,_,O,O,396
negatively,_,O,O,396
correlated,_,O,O,396
with,_,O,O,396
subsequent,_,O,O,396
ACSI,_,O,B-THE,396
scores,_,O,I-THE,396
.,_,O,O,396
However,_,O,O,396
",",_,O,O,396
for,_,O,O,396
retail,_,O,B-THE,396
firms,_,O,I-THE,396
",",_,O,O,396
when,_,O,O,396
the,_,O,O,396
phrase,_,O,O,396
is,_,O,O,396
located,_,O,O,396
near,_,O,O,396
words,_,O,O,396
indicating,_,O,O,396
measurement,_,O,B-THE,396
or,_,O,O,396
monitoring,_,O,B-THE,396
of,_,O,O,396
the,_,O,O,396
phenomenon,_,O,O,396
",",_,O,O,396
the,_,O,O,396
empirical,_,O,O,396
relation,_,O,O,396
is,_,O,O,396
reversed,_,O,O,396
and,_,O,O,396
becomes,_,O,O,396
positive,_,O,O,396
.,_,O,O,396
©,_,O,O,396
2015,_,O,O,396
",",_,O,O,396
Springer,_,O,O,396
Science,_,O,O,396
#ERROR!,_,O,O,396
Business,_,O,O,396
Media,_,O,O,396
Dordrecht,_,O,O,396
.,_,O,O,396
Securities,_,O,B-THE,397
lending,_,O,I-THE,397
has,_,O,O,397
been,_,O,O,397
a,_,O,O,397
lucrative,_,O,O,397
business,_,O,O,397
for,_,O,O,397
mutual,_,O,B-THE,397
funds,_,O,I-THE,397
and,_,O,O,397
exchange-traded,_,O,B-THE,397
funds,_,O,I-THE,397
(,_,O,I-THE,397
ETFs,_,O,I-THE,397
),_,O,I-THE,397
over,_,O,O,397
the,_,O,O,397
past,_,O,O,397
decade,_,O,O,397
.,_,O,O,397
Unfortunately,_,O,O,397
for,_,O,O,397
investors,_,O,O,397
",",_,O,O,397
the,_,O,O,397
sponsors,_,O,O,397
of,_,O,O,397
these,_,O,O,397
funds,_,O,O,397
have,_,O,O,397
not,_,O,O,397
been,_,O,O,397
very,_,O,O,397
transparent,_,O,O,397
with,_,O,O,397
the,_,O,O,397
details,_,O,O,397
of,_,O,O,397
their,_,O,O,397
securities,_,O,B-THE,397
lending,_,O,I-THE,397
programs,_,O,I-THE,397
",",_,O,O,397
and,_,O,O,397
consequently,_,O,O,397
most,_,O,O,397
investors,_,O,O,397
in,_,O,O,397
these,_,O,O,397
funds,_,O,O,397
are,_,O,O,397
unaware,_,O,O,397
of,_,O,O,397
their,_,O,O,397
exposure,_,O,O,397
to,_,O,O,397
the,_,O,O,397
risks,_,O,B-THE,397
inherent,_,O,O,397
in,_,O,O,397
securities,_,O,B-THE,397
lending,_,O,I-THE,397
.,_,O,O,397
Interestingly,_,O,O,397
",",_,O,O,397
most,_,O,O,397
funds,_,O,O,397
do,_,O,O,397
not,_,O,O,397
return,_,O,O,397
the,_,O,O,397
full,_,O,O,397
profits,_,O,O,397
from,_,O,O,397
securities,_,O,B-THE,397
lending,_,O,I-THE,397
activities,_,O,I-THE,397
to,_,O,O,397
their,_,O,O,397
investors,_,O,B-THE,397
.,_,O,O,397
In,_,O,O,397
this,_,O,O,397
paper,_,O,O,397
",",_,O,O,397
we,_,O,O,397
examine,_,O,O,397
and,_,O,O,397
discuss,_,O,O,397
the,_,O,O,397
ethical,_,O,B-THE,397
considerations,_,O,I-THE,397
related,_,O,O,397
to,_,O,O,397
the,_,O,O,397
securities,_,O,B-THE,397
lending,_,O,I-THE,397
activities,_,O,I-THE,397
of,_,O,O,397
mutual,_,O,B-THE,397
funds,_,O,I-THE,397
and,_,O,O,397
ETFs,_,O,B-THE,397
and,_,O,O,397
offer,_,O,O,397
a,_,O,O,397
series,_,O,O,397
of,_,O,O,397
best,_,O,O,397
practices,_,O,O,397
that,_,O,O,397
we,_,O,O,397
believe,_,O,O,397
will,_,O,O,397
provide,_,O,O,397
better,_,O,O,397
transparency,_,O,I-THE,397
of,_,O,O,397
these,_,O,O,397
activities,_,O,O,397
to,_,O,O,397
fund,_,O,B-THE,397
investors,_,O,I-THE,397
.,_,O,O,397
©,_,O,O,397
2015,_,O,O,397
",",_,O,O,397
Springer,_,O,O,397
Science,_,O,O,397
#ERROR!,_,O,O,397
Business,_,O,O,397
Media,_,O,O,397
Dordrecht,_,O,O,397
.,_,O,O,397
The,_,O,O,398
present,_,O,O,398
study,_,O,O,398
expands,_,O,O,398
on,_,O,O,398
the,_,O,O,398
growing,_,O,O,398
literature,_,O,O,398
concerning,_,O,O,398
organizational,_,O,B-THE,398
politics,_,O,I-THE,398
(,_,O,I-THE,398
OP,_,O,I-THE,398
),_,O,I-THE,398
by,_,O,O,398
assessing,_,O,O,398
the,_,O,O,398
impact,_,O,O,398
of,_,O,O,398
team-level,_,O,B-THE,398
OP,_,O,I-THE,398
on,_,O,O,398
employee,_,O,B-THE,398
performance,_,O,I-THE,398
outcomes,_,O,I-THE,398
as,_,O,O,398
well,_,O,O,398
as,_,O,O,398
investigating,_,O,O,398
the,_,O,O,398
degree,_,O,O,398
to,_,O,O,398
which,_,O,O,398
these,_,O,O,398
effects,_,O,O,398
are,_,O,O,398
mediated,_,O,O,398
by,_,O,O,398
team,_,O,B-THE,398
conflict,_,O,I-THE,398
.,_,O,O,398
The,_,O,O,398
results,_,O,O,398
",",_,O,O,398
based,_,O,O,398
on,_,O,O,398
multilevel,_,O,B-THE,398
structural,_,O,I-THE,398
equation,_,O,I-THE,398
modeling,_,O,I-THE,398
with,_,O,O,398
a,_,O,O,398
sample,_,O,O,398
of,_,O,O,398
349,_,O,O,398
employees,_,O,O,398
from,_,O,O,398
78,_,O,O,398
firms,_,O,O,398
in,_,O,O,398
China,_,O,B-THE,398
",",_,O,O,398
lent,_,O,O,398
support,_,O,O,398
for,_,O,O,398
a,_,O,O,398
cross-level,_,O,B-THE,398
mediating,_,O,I-THE,398
role,_,O,I-THE,398
for,_,O,O,398
team,_,O,B-THE,398
conflict,_,O,I-THE,398
between,_,O,O,398
political,_,O,B-THE,398
climate,_,O,I-THE,398
and,_,O,O,398
employee,_,O,B-THE,398
performance,_,O,I-THE,398
.,_,O,O,398
Further,_,O,O,398
",",_,O,O,398
moderator,_,O,O,398
analyses,_,O,O,398
demonstrated,_,O,O,398
that,_,O,O,398
political,_,O,B-THE,398
climate,_,O,I-THE,398
acted,_,O,O,398
as,_,O,O,398
a,_,O,O,398
condition,_,O,O,398
for,_,O,O,398
task,_,O,B-THE,398
conflict,_,O,I-THE,398
to,_,O,O,398
trigger,_,O,O,398
relationship,_,O,B-THE,398
conflict,_,O,I-THE,398
.,_,O,O,398
Thus,_,O,O,398
",",_,O,O,398
the,_,O,O,398
results,_,O,O,398
of,_,O,O,398
this,_,O,O,398
study,_,O,O,398
contribute,_,O,O,398
to,_,O,O,398
both,_,O,O,398
the,_,O,O,398
political,_,O,B-THE,398
climate,_,O,I-THE,398
literature,_,O,O,398
and,_,O,O,398
the,_,O,O,398
conflict,_,O,O,398
literature,_,O,O,398
by,_,O,O,398
clarifying,_,O,O,398
the,_,O,O,398
processes,_,O,O,398
by,_,O,O,398
which,_,O,O,398
climate,_,O,B-THE,398
can,_,O,O,398
influence,_,O,O,398
employee,_,O,B-THE,398
performance,_,O,I-THE,398
.,_,O,O,398
©,_,O,O,398
2015,_,O,O,398
",",_,O,O,398
Springer,_,O,O,398
Science,_,O,O,398
#ERROR!,_,O,O,398
Business,_,O,O,398
Media,_,O,O,398
Dordrecht,_,O,O,398
.,_,O,O,398
The,_,O,O,399
importance,_,O,O,399
of,_,O,O,399
“,_,O,B-THE,399
brand,_,O,I-THE,399
dilution,_,O,I-THE,399
”,_,O,I-THE,399
is,_,O,O,399
changing,_,O,O,399
with,_,O,O,399
the,_,O,O,399
rise,_,O,O,399
in,_,O,O,399
internet-mediated,_,O,B-THE,399
consumer,_,O,I-THE,399
power,_,O,I-THE,399
and,_,O,O,399
increasing,_,O,O,399
consumer,_,O,B-THE,399
involvement,_,O,I-THE,399
in,_,O,O,399
the,_,O,O,399
brand,_,O,B-THE,399
identity,_,O,I-THE,399
and,_,O,O,399
message,_,O,B-THE,399
creation,_,O,I-THE,399
processes,_,O,I-THE,399
.,_,O,O,399
In,_,O,O,399
light,_,O,O,399
of,_,O,O,399
recent,_,O,O,399
legal,_,O,B-THE,399
rulings,_,O,I-THE,399
",",_,O,O,399
this,_,O,O,399
study,_,O,O,399
re-conceptualizes,_,O,O,399
brand,_,O,B-THE,399
dilution,_,O,I-THE,399
as,_,O,O,399
a,_,O,O,399
matter,_,O,O,399
of,_,O,O,399
counter-posed,_,O,B-THE,399
brand,_,O,I-THE,399
meanings,_,O,I-THE,399
and,_,O,O,399
associations,_,O,O,399
in,_,O,O,399
digital,_,O,B-THE,399
markets,_,O,I-THE,399
.,_,O,O,399
Anti-branding,_,O,B-THE,399
dilution,_,O,I-THE,399
cases,_,O,O,399
from,_,O,O,399
both,_,O,O,399
a,_,O,O,399
blurring,_,O,I-THE,399
and,_,O,O,399
a,_,O,O,399
tarnishment,_,O,I-THE,399
dilution,_,O,I-THE,399
basis,_,O,O,399
are,_,O,O,399
examined,_,O,O,399
through,_,O,O,399
consumer,_,O,B-THE,399
interviews,_,O,I-THE,399
.,_,O,O,399
The,_,O,O,399
results,_,O,O,399
show,_,O,O,399
that,_,O,O,399
consumer,_,O,B-THE,399
anti-branding,_,O,I-THE,399
has,_,O,O,399
less,_,O,O,399
potential,_,O,O,399
for,_,O,O,399
brand,_,O,B-THE,399
dilution,_,O,I-THE,399
",",_,O,O,399
and,_,O,O,399
more,_,O,O,399
potential,_,O,O,399
for,_,O,O,399
brand,_,O,B-THE,399
identity,_,O,I-THE,399
collusion,_,O,I-THE,399
.,_,O,O,399
By,_,O,O,399
addressing,_,O,O,399
both,_,O,O,399
legal,_,O,B-THE,399
and,_,O,O,399
marketing,_,O,B-THE,399
views,_,O,I-THE,399
of,_,O,O,399
the,_,O,O,399
meaning,_,O,O,399
systems,_,O,O,399
associated,_,O,O,399
with,_,O,O,399
the,_,O,O,399
dilution,_,O,B-THE,399
versus,_,O,O,399
collusion,_,O,B-THE,399
perspectives,_,O,I-THE,399
",",_,O,O,399
this,_,O,O,399
study,_,O,O,399
provides,_,O,O,399
an,_,O,O,399
approach,_,O,O,399
for,_,O,O,399
understanding,_,O,O,399
anti-branding,_,O,B-THE,399
dilution,_,O,I-THE,399
discussions,_,O,O,399
and,_,O,O,399
a,_,O,O,399
way,_,O,O,399
to,_,O,O,399
develop,_,O,O,399
better,_,O,O,399
functioning,_,O,B-THE,399
branding,_,O,I-THE,399
exchange,_,O,I-THE,399
systems,_,O,I-THE,399
for,_,O,O,399
digital,_,O,B-THE,399
markets,_,O,I-THE,399
.,_,O,O,399
Consequently,_,O,O,399
",",_,O,O,399
possible,_,O,O,399
changes,_,O,O,399
in,_,O,O,399
future,_,O,O,399
branding,_,O,B-THE,399
ownership,_,O,I-THE,399
issues,_,O,I-THE,399
for,_,O,O,399
digital,_,O,B-THE,399
markets,_,O,I-THE,399
are,_,O,O,399
envisioned,_,O,O,399
.,_,O,O,399
©,_,O,O,399
2015,_,O,O,399
",",_,O,O,399
Springer,_,O,O,399
Science,_,O,O,399
#ERROR!,_,O,O,399
Business,_,O,O,399
Media,_,O,O,399
Dordrecht,_,O,O,399
.,_,O,O,399
This,_,O,O,400
paper,_,O,O,400
aims,_,O,O,400
to,_,O,O,400
examine,_,O,O,400
the,_,O,O,400
impact,_,O,O,400
of,_,O,O,400
national,_,O,B-THE,400
cultural,_,O,I-THE,400
values,_,O,I-THE,400
on,_,O,O,400
the,_,O,O,400
relation,_,O,O,400
between,_,O,O,400
auditing,_,O,B-THE,400
and,_,O,O,400
reporting,_,O,B-THE,400
standards,_,O,I-THE,400
and,_,O,O,400
ethical,_,O,B-THE,400
behaviours,_,O,I-THE,400
of,_,O,O,400
firms,_,O,O,400
.,_,O,O,400
Based,_,O,O,400
on,_,O,O,400
a,_,O,O,400
regression,_,O,O,400
analysis,_,O,O,400
using,_,O,O,400
data,_,O,O,400
regarding,_,O,O,400
54,_,O,O,400
countries,_,O,O,400
between,_,O,O,400
the,_,O,O,400
years,_,O,O,400
2007,_,O,O,400
and,_,O,O,400
2012,_,O,O,400
",",_,O,O,400
we,_,O,O,400
found,_,O,O,400
that,_,O,O,400
the,_,O,O,400
impact,_,O,O,400
of,_,O,O,400
the,_,O,O,400
perceived,_,O,B-THE,400
strength,_,O,I-THE,400
of,_,O,O,400
auditing,_,O,B-THE,400
and,_,O,O,400
reporting,_,O,B-THE,400
standards,_,O,I-THE,400
on,_,O,O,400
the,_,O,O,400
perceived,_,O,B-THE,400
ethical,_,O,I-THE,400
behaviours,_,O,I-THE,400
of,_,O,O,400
firms,_,O,O,400
is,_,O,O,400
accentuated,_,O,O,400
when,_,O,O,400
a,_,O,O,400
society,_,O,O,400
is,_,O,O,400
characterized,_,O,O,400
by,_,O,O,400
low,_,O,O,400
power,_,O,B-THE,400
distance,_,O,I-THE,400
and,_,O,O,400
in-group,_,O,B-THE,400
collectivism,_,O,I-THE,400
",",_,O,O,400
and,_,O,O,400
high,_,O,O,400
institutional,_,O,B-THE,400
collectivism,_,O,I-THE,400
",",_,O,O,400
future,_,O,B-THE,400
orientation,_,O,I-THE,400
and,_,O,O,400
uncertainty,_,O,B-THE,400
avoidance,_,O,I-THE,400
.,_,O,O,400
Empirically,_,O,O,400
",",_,O,O,400
the,_,O,O,400
study,_,O,O,400
addresses,_,O,O,400
a,_,O,O,400
gap,_,O,O,400
in,_,O,O,400
the,_,O,O,400
literature,_,O,O,400
by,_,O,O,400
highlighting,_,O,O,400
the,_,O,O,400
influence,_,O,O,400
of,_,O,O,400
national,_,O,B-THE,400
culture,_,O,I-THE,400
on,_,O,O,400
the,_,O,O,400
effectiveness,_,O,O,400
of,_,O,O,400
legal,_,O,B-THE,400
settings,_,O,I-THE,400
and,_,O,O,400
regulations,_,O,O,400
on,_,O,O,400
ethical,_,O,B-THE,400
behaviours,_,O,I-THE,400
.,_,O,O,400
©,_,O,O,400
2015,_,O,O,400
",",_,O,O,400
The,_,O,O,400
Author,_,O,O,400
(,_,O,O,400
s,_,O,O,400
),_,O,O,400
.,_,O,O,400
We,_,O,O,401
use,_,O,O,401
institutional-related,_,O,B-THE,401
theories,_,O,I-THE,401
and,_,O,O,401
a,_,O,O,401
unique,_,O,O,401
natural,_,O,B-THE,401
experiment,_,O,I-THE,401
that,_,O,O,401
enables,_,O,O,401
an,_,O,O,401
exogenous,_,O,O,401
test,_,O,O,401
of,_,O,O,401
the,_,O,O,401
influence,_,O,B-THE,401
of,_,O,I-THE,401
controlling,_,O,I-THE,401
shareholders,_,O,I-THE,401
on,_,O,O,401
managerial,_,O,B-THE,401
accountability,_,O,I-THE,401
to,_,O,O,401
corporate,_,O,B-THE,401
fraud,_,O,I-THE,401
.,_,O,O,401
In,_,O,O,401
China,_,O,B-THE,401
",",_,O,O,401
prior,_,O,O,401
to,_,O,O,401
the,_,O,O,401
Split,_,O,I-THE,401
Share,_,O,I-THE,401
Structure,_,O,I-THE,401
Reform,_,O,I-THE,401
(,_,O,I-THE,401
SSSR,_,O,I-THE,401
),_,O,I-THE,401
",",_,O,O,401
state,_,O,B-THE,401
shareholders,_,O,I-THE,401
held,_,O,O,401
restricted,_,O,B-THE,401
shares,_,O,I-THE,401
that,_,O,O,401
could,_,O,O,401
not,_,O,O,401
be,_,O,O,401
traded,_,O,O,401
.,_,O,O,401
This,_,O,O,401
restriction,_,O,O,401
mitigated,_,O,O,401
state-owned,_,O,B-THE,401
enterprise,_,O,I-THE,401
controlling,_,O,O,401
shareholders,_,O,B-THE,401
’,_,O,O,401
incentives,_,O,O,401
to,_,O,O,401
monitor,_,O,B-THE,401
managers,_,O,I-THE,401
.,_,O,O,401
The,_,O,O,401
data,_,O,O,401
examined,_,O,O,401
show,_,O,O,401
the,_,O,O,401
SSSR,_,O,I-THE,401
strengthens,_,O,O,401
incentives,_,O,O,401
of,_,O,O,401
state-owned,_,O,B-THE,401
enterprise,_,O,I-THE,401
controlling,_,O,I-THE,401
shareholders,_,O,I-THE,401
to,_,O,O,401
replace,_,O,O,401
fraudulent,_,O,B-THE,401
management,_,O,I-THE,401
.,_,O,O,401
Our,_,O,O,401
findings,_,O,O,401
support,_,O,O,401
the,_,O,O,401
view,_,O,O,401
that,_,O,O,401
economic,_,O,B-THE,401
incentives,_,O,I-THE,401
are,_,O,O,401
important,_,O,O,401
to,_,O,O,401
promote,_,O,O,401
corporate,_,O,B-THE,401
governance,_,O,I-THE,401
and,_,O,O,401
deter,_,O,O,401
fraud,_,O,B-THE,401
.,_,O,O,401
©,_,O,O,401
2014,_,O,O,401
",",_,O,O,401
Springer,_,O,O,401
Science,_,O,O,401
#ERROR!,_,O,O,401
Business,_,O,O,401
Media,_,O,O,401
Dordrecht,_,O,O,401
.,_,O,O,401
Corporate,_,O,B-THE,402
Social,_,O,I-THE,402
Responsibility,_,O,I-THE,402
(,_,O,I-THE,402
CSR,_,O,I-THE,402
),_,O,I-THE,402
amongst,_,O,O,402
Small,_,O,B-THE,402
and,_,O,I-THE,402
Medium,_,O,I-THE,402
Enterprises,_,O,I-THE,402
(,_,O,I-THE,402
SMEs,_,O,I-THE,402
),_,O,I-THE,402
is,_,O,O,402
often,_,O,O,402
characterised,_,O,O,402
in,_,O,O,402
the,_,O,O,402
literature,_,O,O,402
as,_,O,O,402
unstructured,_,O,B-THE,402
",",_,O,O,402
informal,_,O,B-THE,402
and,_,O,O,402
ad,_,O,B-THE,402
hoc,_,O,I-THE,402
discretionary,_,O,I-THE,402
philanthropic,_,O,I-THE,402
activities,_,O,I-THE,402
.,_,O,O,402
Drawing,_,O,O,402
insights,_,O,O,402
from,_,O,O,402
recent,_,O,O,402
theoretical,_,O,O,402
/,_,O,O,402
analytical,_,O,O,402
frameworks,_,O,O,402
(,_,O,O,402
i.e,_,O,O,402
.,_,O,O,402
Crane,_,O,O,402
et,_,O,O,402
al,_,O,O,402
.,_,O,O,402
",",_,O,O,402
in,_,O,O,402
Corporate,_,O,B-THE,402
social,_,O,I-THE,402
responsibility,_,O,I-THE,402
:,_,O,O,402
Readings,_,O,O,402
and,_,O,O,402
cases,_,O,O,402
in,_,O,O,402
a,_,O,O,402
global,_,O,O,402
context,_,O,O,402
",",_,O,O,402
2013,_,O,O,402
;,_,O,O,402
and,_,O,O,402
Valente,_,O,O,402
and,_,O,O,402
Crane,_,O,O,402
",",_,O,O,402
in,_,O,O,402
Calif,_,O,O,402
Manag,_,O,O,402
Rev,_,O,O,402
52,_,O,O,402
(,_,O,O,402
3,_,O,O,402
),_,O,O,402
:,_,O,O,402
52,_,O,O,402
–,_,O,O,402
78,_,O,O,402
",",_,O,O,402
2010,_,O,O,402
),_,O,O,402
",",_,O,O,402
and,_,O,O,402
on,_,O,O,402
empirical,_,O,O,402
